,words,sentiment_vector
5205,#noexcuses,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5206,tear,"[0.901126318039898, 0.06767958602924631, 0.4200846064802639, -0.08318507059015127, 0.0, 0.0]"
5207,#justsaying,"[0.10470523885024742, 0.9945032996211288, 0.0, 0.0, 0.0, 0.0]"
5208,arkansas,"[0.9658093309961214, 0.2592534207311917, 0.0, 0.0, 0.0, 0.0]"
5209,boycott,"[0.573458083016291, 0.09618100466987847, -0.32203461385003956, -0.7471203041320917, 0.0, 0.0]"
5210,specials,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5211,#tfw1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5212,holds,"[0.7370100152475587, 0.6758818220848916, 0.0, 0.0, 0.0, 0.0]"
5213,asshole,"[0.82002067141529, 0.5392579694663018, 0.13712334086008618, -0.1340303331715128, 0.0, 0.0]"
5214,orl,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5215,tips,"[0.6283308909011903, 0.7779462009286481, 0.0, 0.0, 0.0, 0.0]"
5216,blames,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5217,suitcases,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5218,priorities,"[0.4266558920523479, 0.9044140366983561, 0.0, 0.0, 0.0, 0.0]"
5219,:glowing_star:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5220,iflyswa,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5221,#done,"[0.6555906537804862, 0.7551164775553997, 0.0, 0.0, 0.0, 0.0]"
5222,valentines,"[0.46140024700227067, 0.8871920942311442, 0.0, 0.0, 0.0, 0.0]"
5223,diabetic,"[0.592390450477518, -0.8056510126494246, 0.0, 0.0, 0.0, 0.0]"
5224,grabbed,"[0.5584861401716171, 0.22884252588705375, 0.7970411119930109, 0.021208379824650334, 0.0, 0.0]"
5225,trees,"[0.045388490726676826, 0.21223384807935605, 0.7583678787882658, 0.6146339065339379, 0.0, 0.0]"
5226,avon,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5227,rating,"[0.49517119105632296, 0.44627731422962075, 0.5231273848601605, 0.5310176923241147, 0.0, 0.0]"
5228,sanitizer,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5229,#blackhistorymonth,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5230,recruiting,"[0.9562459121734549, 0.29256410485833234, 0.0, 0.0, 0.0, 0.0]"
5231,bravo,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5232,:clinking_beer_mugs:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5233,feb15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5234,tn,"[0.8407505300613457, 0.4730894255342632, 0.26329630010546495, 0.0, 0.0, 0.0]"
5235,#letdown,"[0.4165230503975171, 0.09140843875484664, 0.7306231966281369, 0.19393392484166036, -0.4967216757464295, 0.0]"
5236,forgiven,"[0.26118979156105193, 0.7630005798165225, 0.5912782830308796, 0.0, 0.0, 0.0]"
5237,alas,"[0.9231547203531697, 0.22964154169159304, 0.30830200229510235, 0.0, 0.0, 0.0]"
5238,#books,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5239,wounded,"[0.9270321333409107, 0.06838664563952807, -0.36869321996962956, 0.0, 0.0, 0.0]"
5240,sooooo,"[0.9925766569079336, 0.12162064035956376, 0.0, 0.0, 0.0, 0.0]"
5241,particular,"[0.6300050173961187, 0.4523065639744542, 0.40135115939183924, 0.47617693195974026, 0.10336936957133151, 0.0]"
5242,unorganized,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5243,skip,"[0.40203430196614903, 0.2180677139023334, 0.4180098522498768, -0.7849093295521704, 0.0, 0.0]"
5244,corner,"[0.09712494675567108, 0.09971342658786668, 0.08624562975659568, 0.19399275103873417, 0.4798852378624582, -0.8397991662593017]"
5245,#pleasehelp,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5246,mouth,"[0.6905475606449447, 0.4570129157653699, -0.04856540521757337, 0.5585021600020937, 0.0, 0.0]"
5247,#nogood,"[0.1238125513575202, 0.8977648743258103, -0.4227158413794112, 0.0, 0.0, 0.0]"
5248,que,"[0.46571798943432746, 0.3934936100294814, 0.7926345521002817, 0.0, 0.0, 0.0]"
5249,invited,"[0.2083784123189811, 0.9780482796260217, 0.0, 0.0, 0.0, 0.0]"
5250,cockpit,"[0.9883716976506172, -0.1520571842539411, 0.0, 0.0, 0.0, 0.0]"
5251,Too,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5252,backroads,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5253,#mci,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5254,competitors,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5255,pulse,"[0.9772632648997365, -0.21202950520507105, 0.0, 0.0, 0.0, 0.0]"
5256,batteries,"[0.8230291839119678, 0.5679990866446883, 0.0, 0.0, 0.0, 0.0]"
5257,dale,"[0.19406099395919596, 0.8553096014400572, 0.4804017238811901, 0.0, 0.0, 0.0]"
5258,waitin,"[0.8283134337043159, 0.560264986899026, 0.0, 0.0, 0.0, 0.0]"
5259,sally,"[0.02463753890556346, 0.6960243259551134, 0.49661522922934764, 0.5179927059842533, 0.0, 0.0]"
5260,handing,"[0.739454244274551, 0.21704636907113262, 0.6372584203424781, 0.0, 0.0, 0.0]"
5261,clarence,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5262,sanitized,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5263,:face_with_medical_mask:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5264,troubadour,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5265,salted,"[0.936253092764751, 0.3513262675753674, 0.0, 0.0, 0.0, 0.0]"
5266,roasted,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5267,vote,"[0.3611406028386915, 0.05153663138638184, 0.09065907150917238, 0.6876110692696925, 0.6096345562597274, 0.11932769415161332]"
5268,purely,"[0.20226136673506745, 0.43937242968100715, 0.5663178361427431, 0.6673277425892558, 0.0, 0.0]"
5269,horse,"[0.772715367544125, 0.6308217507846292, 0.07053282567828137, 0.0, 0.0, 0.0]"
5270,codes,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5271,intend,"[0.12593369574818572, 0.36462293000656304, 0.8848092140405135, 0.2613493408020022, 0.0, 0.0]"
5272,graduate,"[0.29767648674539543, 0.6425310475414282, 0.6558763997779258, 0.26147411037917306, 0.0, 0.0]"
5273,͜,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5274,ʖ,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5275,bless,"[0.41075728724520183, 0.5866293874035307, 0.5004842012937178, 0.48647710846956643, 0.0, 0.0]"
5276,cap,"[0.3827032935115698, 0.056221525695625316, 0.9068307155403269, 0.16743769747721723, 0.0, 0.0]"
5277,destinationdragons,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5278,labor,"[0.7901053635092588, 0.6124288788481244, 0.02577562621414665, 0.0, 0.0, 0.0]"
5279,acknowledgement,"[0.6443537672643938, 0.7647275479621376, 0.0, 0.0, 0.0, 0.0]"
5280,#bestairlineever,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5281,#iphone,"[0.13517836536740555, 0.3537661132897735, 0.9255140985551993, 0.0, 0.0, 0.0]"
5282,draws,"[0.9323384353093424, 0.3615868388712833, 0.0, 0.0, 0.0, 0.0]"
5283,enforcing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5284,forfeited,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5285,larry,"[0.8148389519606287, 0.5034041466623163, 0.287439989373242, 0.0, 0.0, 0.0]"
5286,gogo,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5287,bestfriends,"[0.6049294537164985, 0.3286857586312203, 0.21943586887135044, 0.6912842595864261, 0.0, 0.0]"
5288,happiness,"[0.13346031834962527, 0.8087559476772106, 0.4248789949641472, 0.38416142461341646, 0.0, 0.0]"
5289,repeating,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5290,tarmack,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5291,wx,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5292,provo,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5293,accommodated,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5294,memo,"[0.6570548216995508, 0.11160107287444153, 0.22017117724077256, 0.7048521973737968, 0.1026264799376248, 0.0]"
5295,buttons,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5296,lined,"[0.8042561166428499, 0.39733625102004594, 0.4419230730205176, 0.0, 0.0, 0.0]"
5297,cattle,"[0.7112209015150923, 0.43182123894920826, 0.5547028455312177, 0.0, 0.0, 0.0]"
5298,eb,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5299,perform,"[0.3304625125938037, 0.46254054857794824, 0.07913096910559847, 0.5320701403376643, 0.6224872883689014, 0.0]"
5300,bored,"[0.11724020398587465, 0.5287749287604494, 0.1465479422027771, -0.14942143126557664, -0.8141552344598727, 0.0]"
5301,cng,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5302,#refund,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5303,execution,"[0.9938131854521541, 0.10600896725464265, -0.03312780226707583, 0.0, 0.0, 0.0]"
5304,fairly,"[0.1879140361582403, 0.546088612920669, 0.5351875270147004, 0.6164818349156675, 0.0, 0.0]"
5305,became,"[0.1698935455128208, 0.9155574529773961, 0.3645418130895635, 0.0, 0.0, 0.0]"
5306,setting,"[0.2903005774342576, 0.9569355123211473, 0.0, 0.0, 0.0, 0.0]"
5307,#southwestrally,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5308,#bestemployees,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5309,#swaculture,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5310,addressing,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5311,#oak,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5312,singing,"[0.5932695447989519, 0.19953390997243994, 0.77923854690041, 0.031697839195948874, 0.0, 0.0]"
5313,reviewing,"[0.9455926326566657, 0.3253529976278628, 0.0, 0.0, 0.0, 0.0]"
5314,instruments,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5315,rocking,"[0.6177886579144298, 0.14700672289644404, 0.11961033879999834, 0.7631641792089598, 0.0, 0.0]"
5316,nas,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5317,sjd,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5318,malfunctioning,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5319,b15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5320,childish,"[0.05885689704598093, 0.30921025048332484, 0.4153868914466101, 0.4928797963850614, -0.6967410734239089, 0.0]"
5321,remain,"[0.2527834450006067, 0.4819419635397873, 0.09511219568209274, 0.5265732087587376, -0.6461476609592407, 0.0]"
5322,:right_arrow_curving_up:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5323,yearly,"[0.6246950475544243, -0.7808688094430304, 0.0, 0.0, 0.0, 0.0]"
5324,raving,"[0.3755374681182313, -0.9268072129840965, 0.0, 0.0, 0.0, 0.0]"
5325,glitches,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5326,ctr,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5327,intelligent,"[0.274054726718027, 0.38503617347276864, 0.03934932919099164, 0.032502589662655026, 0.014129101443628715, 0.620672449726228]"
5328,enterprise,"[0.9839113115604984, 0.17865758025703787, 0.0, 0.0, 0.0, 0.0]"
5329,thaw,"[0.9930262415636308, 0.1178935263956822, 0.0, 0.0, 0.0, 0.0]"
5330,:oncoming_fist:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5331,aside,"[0.10871988563187432, 0.26756315342826226, 0.16558970431291206, 0.1557902422205219, -0.9299996750806689, 0.0]"
5332,knoxville,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5333,monthly,"[0.7540101446964631, 0.36018186897698495, 0.16397837319210012, 0.5224377306228675, 0.043676466225705965, 0.0]"
5334,eligible,"[0.7601859367853666, 0.6497055806392267, 0.0, 0.0, 0.0, 0.0]"
5335,woohoo,"[0.3098275014698375, 0.11091025677948742, 0.6730610773225618, 0.4216831524477662, 0.5107621162627198, 0.0]"
5336,threatening,"[0.6100419312052885, 0.015375744552736355, 0.7893565123908909, 0.06729580222317359, 0.0, 0.0]"
5337,specifics,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5338,personalized,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5339,snapchat,"[0.49533564920319334, 0.8411719840818909, 0.2169614892652292, 0.0, 0.0, 0.0]"
5340,frequently,"[0.19183037530407068, 0.9711360705287061, 0.14175979553019702, 0.0, 0.0, 0.0]"
5341,curb,"[0.3017786765877534, 0.7792445963474217, 0.5481729282993946, -0.03484149968004627, 0.0, 0.0]"
5342,postcode,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5343,ireland,"[0.8064119754577725, 0.0504582540643257, 0.5891974969694567, 0.0, 0.0, 0.0]"
5344,sing,"[0.4564801957220693, 0.12214951999118458, 0.6021327996062582, 0.6435382019101852, 0.0, 0.0]"
5345,expedite,"[0.6267006949956675, -0.7792600585760489, 0.0, 0.0, 0.0, 0.0]"
5346,announcing,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5347,university,"[0.2644384208137001, 0.2935255700269832, 0.4204366140241424, 0.022719185686382648, 0.5358439697261744, 0.6160383053314522]"
5348,craving,"[0.05900770867827754, 0.11114390403138887, 0.5192320499456944, 0.4202825425192215, -0.7334342408668767, 0.0]"
5349,jackass,"[0.7214194636070858, 0.14467807431412888, -0.6772165180661351, 0.0, 0.0, 0.0]"
5350,caribbean,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5351,development,"[0.5522910250389349, 0.016370183097465355, 0.596535990475212, 0.5821094852642034, 0.0, 0.0]"
5352,forecasted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5353,cried,"[0.09125031255625406, 0.27890256579466227, 0.9150573191080039, 0.2121533352224456, 0.17761701594274532, 0.0]"
5354,displeased,"[0.3598720682262375, -0.9330016583643194, 0.0, 0.0, 0.0, 0.0]"
5355,winner,"[0.5316315100473274, 0.1484427844386747, 0.6402655586275762, 0.5342215754798839, 0.0, 0.0]"
5356,amazon,"[0.24138280273131688, 0.39733613281828584, -0.8853577469602804, 0.0, 0.0, 0.0]"
5357,plug,"[0.12357723728634765, 0.47059643535927165, 0.4865161574386711, 0.725651217874628, 0.0, 0.0]"
5358,unloaded,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5359,phi,"[0.8431347449846932, 0.5377023356835977, 0.0, 0.0, 0.0, 0.0]"
5360,reddit,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5361,bigger,"[0.01592324274780305, 0.6718687986106578, 0.7404989991849186, 0.0, 0.0, 0.0]"
5362,shorts,"[0.2431849484822263, 0.3464309687258396, 0.5693197265609936, 0.7047848705015516, 0.0, 0.0]"
5363,interviews,"[0.4298051317028516, 0.9029216736582937, 0.0, 0.0, 0.0, 0.0]"
5364,#thankful,"[0.13108464744674844, 0.9913711793287928, 0.0, 0.0, 0.0, 0.0]"
5365,pieces,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5366,android,"[0.12095398429310528, 0.19399980096477176, 0.24968188533167607, 0.3361232241234171, 0.8751746442118573, 0.08052134735584207]"
5367,#unprofessional,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5368,reopens,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5369,#mardigras,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5370,swamped,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5371,store,"[0.3190820887518577, 0.43317524051743495, 0.5855330210340133, 0.6063801719377011, 0.0, 0.0]"
5372,tulsa,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5373,starving,"[0.5476174252642155, 0.2812316701154866, 0.04815069562405988, 0.17838789980203112, -0.7660830052847961, 0.0]"
5374,spilled,"[0.36086744180594793, 0.9306811200949391, 0.060061153362720915, 0.0, 0.0, 0.0]"
5375,grades,"[0.08305130050585305, 0.9204329482867253, 0.38197600604290977, 0.0, 0.0, 0.0]"
5376,lodge,"[0.993697614475708, 0.11209393821829632, 0.0, 0.0, 0.0, 0.0]"
5377,routed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5378,bummed,"[0.9261634733468358, 0.17948024133087997, -0.33167463516213297, 0.0, 0.0, 0.0]"
5379,callbacks,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5380,unspecified,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5381,guidance,"[0.07900472105812685, 0.0907909266808043, 0.48421202550890985, 0.06877676899212533, 0.40402272237500925, 0.5066627416707691]"
5382,I'm,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5383,valentine,"[0.04783905302206604, 0.2418462483897902, 0.47136297162165774, 0.8467814157914285, 0.0, 0.0]"
5384,:hot_beverage:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5385,insight,"[0.886304083343446, 0.12544174416012827, 0.44431523403554085, -0.03624104682182226, 0.0, 0.0]"
5386,alleviate,"[0.7669899925177193, 0.6416590616345016, 0.0, 0.0, 0.0, 0.0]"
5387,modifications,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5388,hangup,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5389,geg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5390,#answerthephone,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5391,#jetbluebos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5392,george,"[0.9165934418723989, 0.39982053763721215, 0.0, 0.0, 0.0, 0.0]"
5393,org,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5394,readers,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5395,:goblin:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5396,formula,"[0.8735053323032591, 0.1718380087896296, 0.45268148750946546, 0.05039448421410556, 0.0, 0.0]"
5397,opt,"[0.7611813059913259, 0.5268990273133762, 0.3781275372484229, 0.0, 0.0, 0.0]"
5398,#fleek,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5399,county,"[0.03230915040769593, 0.9741218594812601, 0.22370230593515367, 0.0, 0.0, 0.0]"
5400,#noplacelikehome,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5401,setup,"[0.7134749742276418, 0.22900047657088704, 0.15808105983979692, 0.4057819347562065, -0.498862348575846, 0.0]"
5402,syr,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5403,comfortably,"[0.8843438653483966, 0.4668360823893724, 0.0, 0.0, 0.0, 0.0]"
5404,lag,"[0.34633814801857066, 0.22998392263654047, -0.9094818758808646, 0.0, 0.0, 0.0]"
5405,infants,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5406,establish,"[0.9883555535587467, 0.152162083810598, 0.0, 0.0, 0.0, 0.0]"
5407,rebooks,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5408,possibility,"[0.5215469814579173, 0.5078927075321189, 0.21728485928325042, 0.6455134716791855, 0.07831597266696001, 0.0]"
5409,thy,"[0.19210123348651637, 0.9767829654861703, 0.09482697099982734, 0.0, 0.0, 0.0]"
5410,redemption,"[0.3696948315701564, 0.929153233600526, 0.0, 0.0, 0.0, 0.0]"
5411,-_-,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5412,chips,"[0.18638309469946643, 0.38317667589360166, 0.9046750671160223, 0.0, 0.0, 0.0]"
5413,staring,"[0.69913282524897, 0.45789277784009136, -0.5491334051587812, 0.0, 0.0, 0.0]"
5414,rectified,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5415,investors,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5416,brands,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5417,tweeter,"[0.18096093597384424, 0.9834902844723329, 0.0, 0.0, 0.0, 0.0]"
5418,reconsidering,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5419,woof,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5420,#cuba,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5421,drawing,"[0.11116401529709333, 0.3343135585648048, 0.5316574577644124, 0.7655619028585529, 0.0844531038970037, 0.0]"
5422,debit,"[0.4198161878653677, 0.7918610099042651, 0.07162721912507729, 0.4288485481056971, 0.08757267649005226, 0.0]"
5423,#nantucket,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5424,strollers,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5425,ems,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5426,environment,"[0.6467204984343567, 0.3688287242569539, 0.6652145088197818, 0.056635910193634675, 0.0, 0.0]"
5427,flyfi,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5428,maddening,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5429,robert,"[0.8123218638532407, 0.45328020348536024, 0.36697444956599873, 0.0, 0.0, 0.0]"
5430,attended,"[0.45722612474790786, 0.8893504769482111, 0.0, 0.0, 0.0, 0.0]"
5431,sittin,"[0.020473695370090167, 0.5669108702577974, 0.8176893766581924, 0.09786202676102747, 0.0, 0.0]"
5432,pure,"[0.36159516458967955, 0.3181049883218601, 0.869405589556393, 0.11041772592393154, 0.0, 0.0]"
5433,tim,"[0.25503251764807094, 0.9669324769300525, 0.0, 0.0, 0.0, 0.0]"
5434,selfies,"[0.6904904489946051, 0.41328266442122075, 0.008091925135408854, 0.5935948954326749, 0.0, 0.0]"
5435,measured,"[0.9423569867157362, 0.33460918933591477, 0.0, 0.0, 0.0, 0.0]"
5436,ricoh,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5437,emv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5438,younger,"[0.0004966523319852078, 0.04131791798226006, 0.5000119757910673, 0.8641146259092163, 0.039831147929234034, 0.0]"
5439,reactions,"[0.9993840414216825, 0.03509327217095514, 0.0, 0.0, 0.0, 0.0]"
5440,dissapointed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5441,bqn,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5442,costumers,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5443,sj,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5444,preciate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5445,essentially,"[0.6758062311668062, 0.7370793294592632, 0.0, 0.0, 0.0, 0.0]"
5446,stairs,"[0.620859674275364, 0.2593462941735183, 0.06196410752241005, 0.73717922782462, 0.0, 0.0]"
5447,#jetbluefail,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5448,criminal,"[0.459594078226531, 0.48782975400417267, 0.018117011584066808, -0.7419347601094025, 0.0, 0.0]"
5449,#bluecarpet,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5450,perspective,"[0.4487909018269536, 0.0642536265267666, 0.5958023323652437, 0.3447212138380698, 0.5515372063628117, 0.12826446659600274]"
5451,expressed,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5452,hawaiian,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5453,justify,"[0.1217972316447948, 0.5862552930242662, 0.5003297120761697, 0.6254121400952121, 0.0, 0.0]"
5454,newburgh,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5455,alcohol,"[0.2701529061338075, 0.8127317178972753, 0.5072547984606398, 0.09579734583931589, 0.0, 0.0]"
5456,league,"[0.49847357988293756, 0.11207868550910642, 0.006872860218952138, 0.48497916304409705, 0.7097256044547762, 0.0]"
5457,gracious,"[0.10013748352821635, 0.7808287642797124, 0.6166675970618642, 0.0, 0.0, 0.0]"
5458,#umosaicmecrazy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5459,ideal,"[0.09946540238532292, 0.10182636266526127, 0.43720507602978237, 0.8775980761824342, 0.1356884806067604, 0.0]"
5460,direction,"[0.35811514112120296, 0.0021661206697969736, 0.8985481150816713, 0.25369300050289195, 0.0, 0.0]"
5461,#sunshine,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5462,woulda,"[0.18833564862503951, 0.39372238391403774, 0.8997290524719276, 0.0, 0.0, 0.0]"
5463,upstate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5464,scheme,"[0.6090342704258825, 0.38353180920647933, 0.4114770759773522, 0.5591665447062675, 0.0, 0.0]"
5465,misery,"[0.6519566866716294, 0.5006145286380927, 0.049824308738593795, 0.10702866364834045, -0.5571355094023202, 0.0]"
5466,bumper,"[0.8050336219434832, 0.2892457861153739, 0.5137914712587259, 0.06539164179656512, 0.0, 0.0]"
5467,controllers,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5468,minimum,"[0.44893399086561103, 0.3336931100821386, 0.38274127761558213, -0.7352661385773025, 0.0, 0.0]"
5469,pandora,"[0.752072741825121, 0.6590801097011235, 0.0, 0.0, 0.0, 0.0]"
5470,relationships,"[0.03532619109170794, 0.999165589983925, 0.020498390547235675, 0.0, 0.0, 0.0]"
5471,rum,"[0.5044643215421102, 0.3614553738187258, 0.4863222758930343, 0.10903125749795199, 0.602372795242856, 0.06012990469447404]"
5472,flite,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5473,#goodcustomerservice,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5474,morrow,"[0.9078467622182631, 0.41930210627877407, 0.0, 0.0, 0.0, 0.0]"
5475,#greatcustomerservice,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5476,charles,"[0.9107480554207045, 0.03602032906828147, 0.3396076061520706, 0.23217921802968985, 0.0, 0.0]"
5477,pig,"[0.7865013769815643, 0.25130221734194913, -0.5641478348492734, 0.0, 0.0, 0.0]"
5478,predicted,"[0.48990628612833237, 0.31390110729479587, 0.7097085882248888, 0.39720479031713696, 0.0, 0.0]"
5479,#mosaic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5480,warmer,"[0.5953096619755889, 0.5829846498017175, 0.5529333634843163, 0.0, 0.0, 0.0]"
5481,folding,"[0.28041278199362485, 0.7864708599402481, 0.5503019699759784, 0.0, 0.0, 0.0]"
5482,regularly,"[0.6885321264120222, 0.3452933643948328, 0.608494420349173, 0.10808929815222684, 0.15731257874791585, 0.0]"
5483,earthquake,"[0.6776850615291005, 0.6546244286690923, 0.13331578784136033, 0.04920851090517242, -0.3033401357168163, 0.0]"
5484,hug,"[0.6530889790426708, 0.132015636213457, 0.5135309331875286, 0.5406779428714509, 0.0, 0.0]"
